,imdb_title_id,title,original_title,year,date_published,genre,country,avg_vote,votes,budget,usa_gross_income,metascore,reviews_from_users,reviews_from_critics
50901,tt1013753,Milk,Milk,2008,1/23/2009,"Biography, Drama",USA,7.5,162475,"$20,000,000 ","$31,841,299 ",84.0,311.0,333.0
34167,tt0354595,In campo per la vittoria,The Game of Their Lives,2005,8/26/2005,"Drama, History, Sport",USA,6.1,3071,"$20,000,000 ","$375,750 ",47.0,46.0,21.0
30740,tt0073802,I tre giorni del Condor,Three Days of the Condor,1975,12/11/1975,"Mystery, Thriller",USA,7.4,46853,"$20,000,000 ","$27,476,252 ",63.0,200.0,117.0
12619,tt2365580,Che fine ha fatto Bernadette?,"Where'd You Go, Bernadette",2019,12/12/2019,"Comedy, Drama",USA,6.5,14927,"$20,000,000 ","$9,198,356 ",51.0,156.0,134.0
51172,tt0100157,Misery non deve morire,Misery,1990,3/8/1991,"Drama, Thriller",USA,7.8,179295,"$20,000,000 ","$61,276,872 ",75.0,393.0,168.0
12552,tt1629757,Chasing Mavericks - Sulla cresta dell'onda,Chasing Mavericks,2012,10/26/2012,"Biography, Drama, Sport",USA,7.2,30358,"$20,000,000 ","$6,002,756 ",45.0,89.0,115.0
25828,tt4587656,Gli eroi del Natale,The Star,2017,11/30/2017,"Animation, Adventure, Comedy",USA,6.2,6189,"$20,000,000 ","$40,896,334 ",42.0,77.0,61.0
12325,tt0194368,Chain of Fools,Chain of Fools,2000,9/22/2000,"Comedy, Crime",USA,6.1,3863,"$20,000,000 ",,,22.0,8.0
80004,tt0841032,Un nuovo marito per mamma,The Perfect Holiday,2007,12/12/2007,"Comedy, Family, Fantasy",USA,4.5,2821,"$20,000,000 ","$5,812,781 ",32.0,22.0,30.0
4363,tt0120586,American History X,American History X,1998,8/27/1999,Drama,USA,8.5,1014218,"$20,000,000 ","$6,719,864 ",62.0,1594.0,174.0
46578,tt0077766,Lo squalo 2,Jaws 2,1978,11/28/1978,"Adventure, Horror, Thriller",USA,5.8,69533,"$20,000,000 ","$81,766,007 ",51.0,325.0,109.0
4402,tt0217630,American School,Loser,2000,7/21/2000,"Comedy, Romance",USA,5.3,26305,"$20,000,000 ","$15,618,626 ",35.0,168.0,87.0
59565,tt0081353,Popeye - Braccio di ferro,Popeye,1980,12/12/1980,"Adventure, Comedy, Family",USA,5.3,28860,"$20,000,000 ","$49,823,037 ",64.0,209.0,69.0
79656,tt2318092,Un amore senza fine,Endless Love,2014,6/5/2014,"Drama, Romance",USA,6.3,39808,"$20,000,000 ","$23,438,250 ",30.0,81.0,101.0
79655,tt0096094,Un amore rinnovato,She's Having a Baby,1988,2/5/1988,"Comedy, Drama, Romance",USA,5.9,11156,"$20,000,000 ","$16,031,707 ",41.0,51.0,20.0
79163,tt0116242,Tutti dicono I Love You,Everyone Says I Love You,1996,1/31/1997,"Comedy, Musical, Romance",USA,6.7,34838,"$20,000,000 ","$9,759,200 ",,139.0,56.0
4884,tt1414382,Ancora tu!,You Again,2010,7/8/2011,"Comedy, Romance",USA,5.8,48742,"$20,000,000 ","$25,702,053 ",28.0,364.0,91.0
23129,tt1083456,Fired Up! - Ragazzi pon pon,Fired Up!,2009,2/20/2009,"Comedy, Sport",USA,6.1,41679,"$20,000,000 ","$17,231,291 ",31.0,69.0,88.0
34421,tt0075860,Incontri ravvicinati del terzo tipo,Close Encounters of the Third Kind,1977,3/3/1978,"Drama, Sci-Fi",USA,7.6,180386,"$20,000,000 ","$135,189,114 ",90.0,440.0,230.0
70324,tt2933474,Superfast & Superfurious - Solo party originali,Superfast!,2015,3/5/2015,Comedy,USA,4.1,8563,"$20,000,000 ",,,57.0,22.0
30203,tt0104346,I gladiatori della strada,Gladiator,1992,3/6/1992,"Action, Drama, Sport",USA,6.5,8035,"$20,000,000 ","$9,223,441 ",,43.0,13.0
13350,tt6241270,Cinderella and the Secret Prince,Cinderella and the Secret Prince,2018,2018,"Animation, Adventure, Family",USA,5.2,518,"$20,000,000 ",,,18.0,2.0
70525,tt0829482,Suxbad: Tre menti sopra il pelo,Superbad,2007,9/21/2007,Comedy,USA,7.6,511454,"$20,000,000 ","$121,463,226 ",76.0,660.0,268.0
47296,tt0199725,Love & Basketball,Love & Basketball,2000,4/21/2000,"Drama, Romance, Sport",USA,7.2,18088,"$20,000,000 ","$27,459,615 ",70.0,122.0,69.0
54788,tt0098625,Non siamo angeli,We're No Angels,1989,5/1/1990,"Comedy, Crime",USA,6.2,21281,"$20,000,000 ","$10,555,348 ",48.0,52.0,25.0
70632,tt0065054,Sweet Charity - Una ragazza che voleva essere amata,Sweet Charity,1969,5/17/1969,"Comedy, Drama, Music",USA,7.0,4932,"$20,000,000 ",,53.0,74.0,25.0
50680,tt0108174,Mia moglie è una pazza assassina?,So I Married an Axe Murderer,1993,7/30/1993,"Comedy, Romance",USA,6.4,32821,"$20,000,000 ","$11,585,483 ",,134.0,45.0
59941,tt0477071,Premonition,Premonition,2007,9/7/2007,"Drama, Fantasy, Thriller",USA,5.9,71758,"$20,000,000 ","$47,852,604 ",29.0,369.0,147.0
80554,tt0119086,Una ragazza sfrenata,Excess Baggage,1997,5/19/1998,"Action, Comedy, Crime",USA,5.4,12518,"$20,000,000 ","$14,515,490 ",34.0,106.0,48.0
18320,tt0486822,Disturbia,Disturbia,2007,8/17/2007,"Crime, Drama, Mystery",USA,6.8,217146,"$20,000,000 ","$80,209,692 ",62.0,531.0,247.0
70699,tt5301544,Swing State,Swing State,2017,2/3/2017,"Comedy, Music, Romance",USA,4.1,311,"$20,000,000 ",,,38.0,4.0
72511,tt0078869,The Black Hole - Il buco nero,The Black Hole,1979,10/10/1980,"Action, Sci-Fi",USA,6.0,22902,"$20,000,000 ","$35,841,901 ",52.0,270.0,113.0
70757,tt0383028,"Synecdoche, New York","Synecdoche, New York",2008,6/19/2014,Drama,USA,7.6,79732,"$20,000,000 ","$3,083,538 ",67.0,329.0,249.0
50751,tt1251757,Middle Men,Middle Men,2009,8/6/2010,"Comedy, Crime, Drama",USA,6.8,36283,"$20,000,000 ","$754,301 ",60.0,44.0,61.0
80472,tt0430431,Una notte con il re,One Night with the King,2006,10/13/2006,"Biography, Drama, History",USA,6.1,6663,"$20,000,000 ","$13,395,961 ",38.0,182.0,37.0
65066,tt0145734,Scherzi del cuore,Playing by Heart,1998,4/23/1999,"Comedy, Drama, Romance",USA,7.0,18400,"$20,000,000 ","$3,970,078 ",,196.0,79.0
58769,tt0110364,Piccoli campioni,Little Giants,1994,10/14/1994,"Comedy, Family, Sport",USA,6.4,25394,"$20,000,000 ","$19,306,362 ",,48.0,10.0
22617,tt7846056,Feast of the Seven Fishes,Feast of the Seven Fishes,2019,11/15/2019,Comedy,USA,6.6,422,"$20,000,000 ",,68.0,30.0,15.0
54695,tt1572315,Non aprite quella porta 3D,Texas Chainsaw 3D,2013,2/28/2013,"Horror, Thriller",USA,4.8,44582,"$20,000,000 ","$34,341,945 ",,301.0,291.0
59487,tt0066817,Pomi d'ottone e manici di scopa,Bedknobs and Broomsticks,1971,12/14/1972,"Animation, Adventure, Comedy",USA,7.1,33402,"$20,000,000 ",,59.0,110.0,48.0
35996,tt2443356,Jengo Hooper,Jengo Hooper,2013,12/13/2013,"Action, Horror, Thriller",USA,6.0,406,"$20,000 ",,,6.0,
59575,tt1764547,Population: 2,Population: 2,2012,2012,"Drama, Sci-Fi",USA,2.4,317,"$20,000 ",,,8.0,2.0
78530,tt2024542,Trashology,Trashology,2012,8/6/2012,Comedy,USA,5.5,436,"$20,000 ",,,6.0,4.0
85425,tt0365960,Zero Day,Zero Day,2002,1/23/2004,Drama,USA,7.2,3963,"$20,000 ","$8,466 ",69.0,53.0,22.0
9089,tt1674047,Birdemic 2: The Resurrection,Birdemic 2: The Resurrection,2013,4/16/2013,"Horror, Thriller",USA,1.6,4236,"$20,000 ",,,40.0,13.0
75605,tt0259516,The Poor & Hungry,The Poor & Hungry,2000,8/4/2000,Drama,USA,6.8,208,"$20,000 ",,,12.0,4.0
24394,tt3312230,Future Justice,Future Justice,2014,5/18/2014,"Action, Sci-Fi",USA,4.0,103,"$20,000 ",,,4.0,9.0
81581,tt2378567,Vampire Boys 2: The New Brood,Vampire Boys 2: The New Brood,2013,1/29/2013,Horror,USA,2.3,194,"$20,000 ",,,6.0,
75969,tt0016310,The Salvation Hunters,The Salvation Hunters,1925,2/15/1925,Drama,USA,6.7,322,"$20,000 ",,,7.0,10.0
21954,tt8844888,Exposure,Exposure,2018,10/2/2018,Horror,USA,3.0,271,"$20,000 ",,,24.0,5.0
23400,tt0425027,Flywheel,Flywheel,2003,7/25/2003,Drama,USA,6.7,3888,"$20,000 ",,,56.0,6.0
